text,congress,chamber,date,,,,
"To amend h.r. 3587, by providing that when a Senate or a House committee uses employees of a government department, the department must report to the secretary of the Senate or to the clerk of the House on the 10th day of each month as to the number of employees used during the previous month, the amount of time they spent in working for the committee, and the amount of their salaries that should be allocated against the committee.",Seventy-Fifth Congress,Senate,2/2/1937,,,,
To pass h.j.res. 326.,Seventy-Sixth Congress,Senate,6/28/1939,,,,
"To amend h.r. 8202, by requiring that 85 per cent of the appropriation set aside for the removal of surplus agricultural commodities should be devoted to the stamp plan.",Seventy-Sixth Congress,Senate,3/21/1940,,,,
To pass h.r. 9209.,Seventy-Sixth Congress,Senate,5/22/1940,,,,
"To pass h.r. 8438 a bill making appropriations for the navy department and the naval service for the fiscal year ending june 30, 1941.",Seventy-Sixth Congress,Senate,5/23/1940,,,,
"To pass h.r. 9850, expedition in strengthening the national defense. after s. 4025, a Senate bill of the same title had been amended, it was substituted for the body of h.r. 9850.",Seventy-Sixth Congress,Senate,6/11/1940,,,,
"To pass h.j.res. 271 a joint Resolution approving nonrecognition of the transfer of any geographic region in the western hemisphere from one non non-american power to another non-american power, and providing for consultation with other american republics in the event that such transfer should appear likely.",Seventy-Sixth Congress,Senate,6/17/1940,,,,
"To pass h.r. 437, a bill making supplemental naval approprations.",Seventy-Seventh Congress,House,1/22/1941,,,,
"To suspend the rules and pass h.j. res. 256, declaring that a state of war exists between the u.s. and the government of germany.",Seventy-Seventh Congress,House,12/11/1941,,,,
"To suspend the rules and pass s.j. res. 120, declaring that a state of war exists between the u.s. and the government of italy.",Seventy-Seventh Congress,House,12/11/1941,,,,
"To pass h.r. 6448, fourth supplemental national defense appropriation bill.",Seventy-Seventh Congress,House,1/23/1942,,,,
"To pass h.r. 6460, naval appropriation bill, 1943.",Seventy-Seventh Congress,House,1/27/1942,,,,
"To pass h.r. 6611, the fifth supplemental national defense appropriation bill.",Seventy-Seventh Congress,House,2/17/1942,,,,
"To pass h.r. 6691, increasing the public debt limit.",Seventy-Seventh Congress,House,3/10/1942,,,,
"To pass s. 2505, a bill to mobilize the productive facilities of small business for the war effort.",Seventy-Seventh Congress,House,5/26/1942,,,,
"To suspend the rules and pass h.j. res. 319, declaring that a state of war exists between the united states and the government of bulgaria.",Seventy-Seventh Congress,House,6/3/1942,,,,
To suspend the rules and pass h.j. res. 320 declaring that a state of war exists between the united states and the government of hungary.,Seventy-Seventh Congress,House,6/3/1942,,,,
To suspend the rules and pass h.j. res. 321 declaring that a state of war exists between the united states and the government of rumania.,Seventy-Seventh Congress,House,6/3/1942,,,,
"To agree to conference report on s. 2025, a bill regulating pay allowances for the armed forces.",Seventy-Seventh Congress,House,6/10/1942,,,,
"To pass h.r. 7184, authorizing funds and programs for the construction of naval vessels designed to increase the size of the navy by 2,000,000 tons.",Seventy-Seventh Congress,House,6/18/1942,,,,
"To pass h.r. 7280, the military establishment appropriation bill.",Seventy-Seventh Congress,House,6/23/1942,,,,
"To amend h.r. 3735, by providing the surplus marketing administration with the same amount of money which it had for the previous year's activities. this relates to the distribution of commodities which the secretary of agriculture found to be on hand in surplus amounts, and to be commanding excessively low prices, and therefore to be in need of support.",Seventy-Seventh Congress,Senate,4/3/1941,,,,
"To amend s. 1524, by adding, ""the Congress hereby further declares that complete cooperation between government, management, and labor can best be achieved by the wholehearted acceptance of the principles of collective bargaining and the recognition of the rights of employees to designate representatives of their own choosing, for the purposes of collective bargaining, without interference through unfair or oppressive labor practices.""",Seventy-Seventh Congress,Senate,6/12/1941,,,,
"To amend h.j. res. 193, by giving to the president when a state of war exists between two other nations the power to restrict the travel of aliens out of the united states, but it does not give him power, under those circumstances, to restrict the travel of american citizens out of the u.s.",Seventy-Seventh Congress,Senate,6/20/1941,,,,
"To pass s.j. res. 116, the declaration of state of war with japan.",Seventy-Seventh Congress,Senate,12/8/1941,,,,
"To pass s.j. res. 119, the declaration of state of war with germany.",Seventy-Seventh Congress,Senate,12/11/1941,,,,
"To pass s.j. res. 120, the declaration of state of war with italy.",Seventy-Seventh Congress,Senate,12/11/1941,,,,
"To pass s.j. res. 117, which removes restrictions on the use, and terms of service, of units and members of the army of the united states.",Seventy-Seventh Congress,Senate,12/11/1941,,,,
"To pass h.j. res. 276, a bill authorizing the president to render financial aid to china.",Seventy-Seventh Congress,Senate,2/19/1942,,,,
"To pass s. 2025, a bill to readjust pay and allowances for members of the armed forces, coast and geodetic survey, and public health service.",Seventy-Seventh Congress,Senate,3/30/1942,,,,
"To pass s. 2250, a bill to mobilize the productive facilities of small business in the interest of successful prosecution of the war.",Seventy-Seventh Congress,Senate,4/1/1942,,,,
"To pass h.j. res. 319, declaring a state of war to exist between the united states and the government of bulgaria.",Seventy-Seventh Congress,Senate,6/4/1942,,,,
"To pass h.j. res. 320, declaring a state of war to exist berween the united states and the government of hungary.",Seventy-Seventh Congress,Senate,6/4/1942,,,,
"To pass h.j. res. 321, declaring a state of war to exist between the united states and the government of rumania.",Seventy-Seventh Congress,Senate,6/4/1942,,,,
"To agree to conference report on s. 2025, a bill to readjust pay and allowances for members of the armed forces, coast and geodetic survey, and the public health service.",Seventy-Seventh Congress,Senate,6/11/1942,,,,
To pass h.r. 7565.,Seventy-Seventh Congress,Senate,9/30/1942,,,,
To pass h.r. 7378.,Seventy-Seventh Congress,Senate,10/10/1942,,,,
To pass h.r. 1692 authorizing an appropriation of approximately $1.25 billion for the construction of various facilities by the navy.,Seventy-Eighth Congress,House,2/23/1943,,,,
"To pass h.r. 2068, a bill to appropriate an additional $4 billion, and to allow further contractual obligations of $460 million for the navy for the remainder of fiscal yr. 1943.",Seventy-Eighth Congress,House,3/5/1943,,,,
"To pass h.r. 2713, navy appropriations bill, 1944.",Seventy-Eighth Congress,House,5/20/1943,,,,
"To pass h.r. 2996, a bill making appropriations for the military establishment, 1944.",Seventy-Eighth Congress,House,6/21/1943,,,,
"To pass h.j.res. 15., a bill which appropriates additional funds for maternity and infant care for soldiers' wives.",Seventy-Eighth Congress,House,9/22/1943,,,,
"To pass s. 1279, a bill to amend the servicemen's dependents allowance act by liberalizing family allowances, among other things.",Seventy-Eighth Congress,House,10/18/1943,,,,
"To pass h.r. 3356, a bill increasing monthly rates of compensation or pension payable to disabled veterans for service-incurred disability and to widows and children.",Seventy-Eighth Congress,House,11/16/1943,,,,
"To pass h.r. 3377, a bill increasing the rate of pension to world war weterans from .40 to $50 per month.",Seventy-Eighth Congress,House,11/17/1943,,,,
"To pass s. 1543, a bill providing that upon discharge each member of the armed forces shall receive $100 - $300 ""mustering-out pay"" with certain exceptions.",Seventy-Eighth Congress,House,1/19/1944,,,,
"To pass h.r. 4559, navy appropriations, 1945.",Seventy-Eighth Congress,House,4/14/1944,,,,
"To pass h.r. 4646, simplifying the preparation of individual income tax returns.",Seventy-Eighth Congress,House,5/5/1944,,,,
"To pass s. 1767, the serviceman's readjustment act of 1944, a bill which declares veterans administration to be an essential war agency, further provides for veterans' hospitalization after war, and establishes procedures for war injury claims.",Seventy-Eighth Congress,House,5/18/1944,,,,
"To agree to conference report on s. 1767, servicemen's readjustment act of 1944.",Seventy-Eighth Congress,House,6/13/1944,,,,
"To pass h.r. 4967, military establishment appropriation bill, 1945.",Seventy-Eighth Congress,House,6/15/1944,,,,
"To pass h.r. 1501, a bill to extend the lend-lease act for 1 year.",Seventy-Eighth Congress,Senate,3/11/1943,,,,
"Conference report on h.r. 2714, urgent deficiency appropriations, on a motion that the Senate further insist on its amendment no. 60 to h.r. 2714.",Seventy-Eighth Congress,Senate,6/10/1943,,,,
"To pass s. 763, a deferment of fathers from the draft.",Seventy-Eighth Congress,Senate,10/6/1943,,,,
"To pass s. 1767, a bill to provide federal aid for readjustment of world war ii veterans in civil life.",Seventy-Eighth Congress,Senate,3/24/1944,,,,
"To pass h.r. 4559, a bill making naval appropriations.",Seventy-Eighth Congress,Senate,4/25/1944,,,,
"A bill making appropriations for the state, to move that Senate insist on amendment to h.r. 4204. the amendment relates to the taking of an agricultural census every five years.",Seventy-Eighth Congress,Senate,6/12/1944,,,,
S con res 27. on passage.,Seventy-Ninth Congress,House,9/11/1945,,,,
Hr 3951. stimulate volunteer enlistments in the regular military and naval establishments. on passage.,Seventy-Ninth Congress,House,9/18/1945,,,,
H con. res. 80. concurrent Resolution to announce the sense of the Congress as to the composition of the postwar navy.,Seventy-Ninth Congress,House,10/30/1945,,,,
Hr 4051. grant to enlisted personnel of the armed forces certain benefits in lieu of accumulated leave. on passage.,Seventy-Ninth Congress,House,6/11/1946,,,,
Hr 6837. appropriations for the military establishment. on kerr motion that the House further insist upon its disagreement to Senate amend. no. 27.,Seventy-Ninth Congress,House,7/9/1946,,,,
H j res 390. joint Resolution making additional appropriations for the fiscal year 1947.,Seventy-Ninth Congress,House,7/30/1946,,,,
S 830. establish a national policy and program for assuring full employment. taft amend. requiring program of taxation to cover contemplated expenditures.,Seventy-Ninth Congress,Senate,9/28/1945,,,,
